,Course_Name,Company,Degree,Score,Reviews,Skills,Level/Cert/Time,IsFree,Course_Url
0,Google Data Analytics,Google,Make progress toward a degree,4.8,(143K reviews),"Data Analysis, R Programming, SQL, Business Communication, Spreadsheet Software, Business Analysis, Data Visualization, Data Management, General Statistics, Big Data, Communication, Computer Programming, Data Science, Data Visualization Software, Databases, Exploratory Data Analysis, Extract, Transform, Load, Leadership and Management, Microsoft Excel, Problem Solving, Small Data, Statistical Programming, Tableau Software",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/google-data-analytics
1,IBM Data Science,IBM,Make progress toward a degree,4.6,(124K reviews),"Python Programming, Data Science, Machine Learning, Data Analysis, Algorithms, Data Management, Data Visualization, Human Learning, R Programming, Computer Programming, Data Structures, Database Application, Databases, Deep Learning, Exploratory Data Analysis, Machine Learning Algorithms, Plot (Graphics), Professional Development, SQL, Data Model, Statistical Machine Learning, General Statistics, Probability & Statistics, Regression, Reinforcement Learning, Big Data, Cloud Computing, Data Mining, IBM Cloud, Writing",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/ibm-data-science
2,IBM Data Analyst,IBM,Make progress toward a degree,4.6,(75K reviews),"Python Programming, Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Data Management, Data Structures, Databases, Exploratory Data Analysis, SQL, Plot (Graphics), Business Analysis, Computer Programming, Database Application, Professional Development, Statistical Visualization, Big Data, Data Mining, Data Science, General Statistics, NoSQL, R Programming, Cloud Computing, Data Visualization Software, IBM Cloud, Interactive Data Visualization, Machine Learning, Machine Learning Algorithms, Probability & Statistics, Regression",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/ibm-data-analyst
3,Machine Learning,"DeepLearning.AI, Stanford University",,4.9,(22K reviews),"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Deep Learning, Machine Learning Software, Artificial Neural Networks, Human Learning, Python Programming, Regression, Statistical Machine Learning, Mathematics, Tensorflow, Critical Thinking, Network Model, Network Architecture, Reinforcement Learning",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/machine-learning-introduction
4,IBM Applied AI,IBM,Make progress toward a degree,4.6,(49K reviews),"Machine Learning, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Python Programming, Cloud Computing, Computer Vision, Human Learning, IBM Cloud, Natural Language Processing, Algorithms, Applied Machine Learning, Machine Learning Software, Computer Programming, Application Development, Cloud API, Cloud Applications, Computer Programming Tools, Human Computer Interaction, Software Engineering Tools, Visualization (Computer Graphics), Software Engineering, Computational Thinking, Communication, User Experience Design, Interactive Data Visualization, Data Analysis, Programming Principles, Software Architecture, Agile Software Development, Web Development, Product Management, Software Testing, Technical Product Management, Javascript, Data Science",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
5,Introduction to Data Science,IBM,Make progress toward a degree,4.6,(88K reviews),"Data Science, Python Programming, Data Analysis, Data Management, R Programming, Computer Programming, Data Structures, Database Application, Databases, Professional Development, SQL, Data Model, Machine Learning, Statistical Machine Learning, Big Data, Cloud Computing, Data Mining, Deep Learning, IBM Cloud, Regression, Writing",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/introduction-data-science
6,Data Science Fundamentals with Python and SQL,IBM,Make progress toward a degree,4.6,(62K reviews),"Python Programming, Data Analysis, General Statistics, Probability & Statistics, Basic Descriptive Statistics, Statistical Analysis, Statistical Tests, Mathematical Theory & Analysis, Statistical Programming, Computer Programming, Data Visualization, Data Science, R Programming, Data Management, Data Structures, Database Application, Databases, Professional Development, SQL, Cloud Computing, IBM Cloud",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-science-fundamentals-python-sql
7,IBM & Darden Digital Strategy,University of Virginia Darden School Foundation,,4.7,(32K reviews),"Business Analysis, Business Transformation, Strategy, Data Analysis, Cloud Computing, Strategy and Operations, Applied Machine Learning, Big Data, Data Visualization, Deep Learning, Entrepreneurship, Leadership and Management, Research and Design, Algorithms, Artificial Neural Networks, Computer Vision, Human Learning, Innovation, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Marketing, Sales, Data Structures, Market Analysis, Computational Thinking, Business Design, Business Development, Customer Analysis, Product Strategy, Data Management, Data Mining, Databases, Python Programming, SQL, Cloud Applications, Cloud Infrastructure, Cloud Platforms, Cloud Storage, Data Science, DevOps, IBM Cloud, NoSQL, R Programming, Microsoft Excel",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/digital-strategy
8,Applied Data Science,IBM,Make progress toward a degree,4.6,(51K reviews),"Python Programming, Data Analysis, Machine Learning, Algorithms, Computer Programming, Data Science, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning Algorithms, Plot (Graphics), Probability & Statistics, Regression",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/applied-data-science
9,IBM AI Foundations for Business,IBM,,4.7,(80K reviews),"Machine Learning, Data Analysis, Deep Learning, Applied Machine Learning, Data Management, Leadership and Management, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Computer Vision, Human Learning, Machine Learning Software, Business Process Management, Data Architecture, Strategy and Operations, Computational Thinking, Business Analysis, Business Transformation, Strategy, Big Data, Innovation, Data Mining, Data Science, Regression, Writing",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ibm-ai-foundations-for-business
10,IBM Data Analytics with Excel and R,IBM,Make progress toward a degree,4.7,(22K reviews),"Data Analysis, R Programming, Computer Programming, Data Visualization, Data Management, Statistical Programming, Databases, Exploratory Data Analysis, Plot (Graphics), Data Analysis Software, Data Structures, Statistical Analysis, Statistical Visualization, Basic Descriptive Statistics, Microsoft Excel, SQL, General Statistics, Interactive Data Visualization, Database Application, Extract, Transform, Load, Visualization (Computer Graphics), Spreadsheet Software, Database Design, Database Theory, Programming Principles, Data Model, Database Administration, Computer Programming Tools, Correlation And Dependence, Data Mining, Data Visualization Software, Visual Design, Business Analysis, Statistical Tests, Python Programming, Big Data, Data Science, NoSQL",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/ibm-data-analyst-r-excel
11,Data Analysis and Visualization Foundations,IBM,Make progress toward a degree,4.7,(21K reviews),"Microsoft Excel, Data Visualization, Spreadsheet Software, Data Analysis, Plot (Graphics), Business Analysis, Data Management, Data Structures, Databases, Python Programming, SQL, Statistical Visualization, Big Data, Data Mining, Data Science, Interactive Data Visualization, NoSQL, R Programming, Data Visualization Software",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-analysis-visualization-foundations
12,Deep Learning,DeepLearning.AI,Make progress toward a degree,4.8,(143K reviews),"Machine Learning, Deep Learning, Artificial Neural Networks, Machine Learning Algorithms, Applied Machine Learning, Python Programming, Machine Learning Software, Network Model, Algorithms, Computer Programming, Computer Vision, Network Architecture, Natural Language Processing, Tensorflow, Human Learning, Data Analysis, Data Model, Exploratory Data Analysis, Organizational Development, Process Analysis, Strategy, Mathematics, Mathematical Theory & Analysis, Linear Algebra, Regression, Calculus",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/deep-learning
13,AI Foundations for Everyone,IBM,,4.7,(14K reviews),"Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Computational Thinking, Interactive Data Visualization, Computer Programming, Data Science",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ai-foundations-for-everyone
14,Prompt Engineering,Vanderbilt University,,4.8,(2.8K reviews),"Creativity, Data Analysis, Leadership and Management, Problem Solving, Writing",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/prompt-engineering
15,Google Advanced Data Analytics,Google,Make progress toward a degree,4.7,(3.2K reviews),"Communication, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Machine Learning, Planning, Probability Distribution, Project Management, Python Programming, Regression, Statistical Analysis, Tableau Software",Advanced / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/google-advanced-data-analytics
16,Generative AI Fundamentals,IBM,,4.7,(576 reviews),"Artificial Neural Networks, Business Transformation, Machine Learning",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/generative-ai-for-everyone
17,Generative AI for Data Analysts,IBM,,4.7,(521 reviews),"Artificial Neural Networks, Data Analysis",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/generative-ai-for-data-analysts
18,Generative AI for Data Scientists,IBM,,4.7,(521 reviews),"Artificial Neural Networks, Data Analysis, Data Science",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/generative-ai-for-data-scientists
19,"Foundations: Data, Data, Everywhere",Google,,4.8,(99K reviews),"Data Analysis, SQL, Data Visualization, Business Analysis, Spreadsheet Software, Data Science, Databases, Microsoft Excel",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/foundations-data
20,IBM AI Engineering,IBM,Make progress toward a degree,4.6,(18K reviews),"Machine Learning, Deep Learning, Artificial Neural Networks, Human Learning, Python Programming, Machine Learning Algorithms, Applied Machine Learning, Algorithms, Machine Learning Software, Regression, Network Model, Statistical Machine Learning, Computer Vision, Apache, Big Data, Mathematical Theory & Analysis, Computer Programming, Data Analysis, Network Architecture, Extract, Transform, Load, Data Visualization, Tensorflow, Visualization (Computer Graphics), Dimensionality Reduction, Data Science",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/ai-engineer
21,Supervised Machine Learning: Regression and Classification,DeepLearning.AI,,4.9,(18K reviews),"Machine Learning, Machine Learning Algorithms, Regression, Applied Machine Learning, Algorithms, Statistical Machine Learning, Mathematics, Critical Thinking, Machine Learning Software, Python Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/machine-learning
22,AI in Healthcare,Stanford University,,4.7,(1.4K reviews),"Machine Learning, Leadership and Management, Data Analysis, Data Mining",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ai-healthcare
23,Generative AI for Everyone,DeepLearning.AI,,4.8,(1.1K reviews),Strategy,Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/generative-ai-for-everyone
24,Machine Learning Engineering for Production (MLOps),DeepLearning.AI,,4.7,(3.5K reviews),"Machine Learning, Applied Machine Learning, Python Programming, Statistical Programming, Tensorflow, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Cloud Infrastructure, Deep Learning, Google Cloud Platform, Performance Management, Strategy and Operations, Kubernetes, Leadership and Management",Advanced / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/machine-learning-engineering-for-production-mlops
25,Prompt Engineering for ChatGPT,Vanderbilt University,,4.8,(2.5K reviews),"Creativity, Problem Solving, Writing",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/prompt-engineering
26,DeepLearning.AI TensorFlow Developer,DeepLearning.AI,,4.7,(25K reviews),"Machine Learning, Tensorflow, Deep Learning, Machine Learning Algorithms, Artificial Neural Networks, Applied Machine Learning, Human Learning, Computer Programming, Python Programming, Machine Learning Software, Natural Language Processing, Computer Vision, Forecasting, Data Visualization, Network Model, Statistical Machine Learning, Statistical Analysis",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/tensorflow-in-practice
27,Natural Language Processing,DeepLearning.AI,,4.6,(5.7K reviews),"Machine Learning, Natural Language Processing, Python Programming, Statistical Programming, Artificial Neural Networks, Probability & Statistics, Statistical Machine Learning, Deep Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, General Statistics, Linear Algebra, Mathematics",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/natural-language-processing
28,Ask Questions to Make Data-Driven Decisions,Google,,4.7,(30K reviews),"Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/ask-questions-make-decisions
29,Google Business Intelligence,Google,Make progress toward a degree,4.7,(1.4K reviews),"Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Strategy, Tableau Software",Advanced / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/google-business-intelligence
30,AnÃ¡lisis de Datos de Google,Google,,4.8,(8.3K reviews),"Data Analysis, Data Management, Databases, Exploratory Data Analysis, Data Visualization, SQL, Business Analysis, Microsoft Excel, Process Analysis, Statistical Programming, Data Structures, Extract, Transform, Load, Spreadsheet Software, Communication, Computer Programming, Problem Solving, Strategy, Visualization (Computer Graphics), Database Theory, Tableau Software, Plot (Graphics), Programming Principles, R Programming, Strategy and Operations, Research and Design, Business Communication, Computer Programming Tools, Computer Graphics, Data Model, Computer Architecture",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/analisis-de-datos-de-google
31,IBM Machine Learning,IBM,Make progress toward a degree,4.6,(2.2K reviews),"Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, General Statistics, Statistical Analysis, Regression, Deep Learning, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Dimensionality Reduction, Statistical Tests, Reinforcement Learning, Network Model, Tensorflow",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/ibm-machine-learning
32,Neural Networks and Deep Learning,DeepLearning.AI,,4.9,(121K reviews),"Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computer Programming, Network Model, Calculus, Human Learning, Regression, Linear Algebra, Mathematics",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/neural-networks-deep-learning
33,Advanced Learning Algorithms,DeepLearning.AI,,4.9,(5.1K reviews),"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Network Architecture",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/advanced-learning-algorithms
34,Business Analytics,University of Pennsylvania,,4.6,(18K reviews),"Data Analysis, Business Analysis, Probability & Statistics, Statistical Analysis, Leadership and Management, Basic Descriptive Statistics, Exploratory Data Analysis, Financial Analysis, Forecasting, Data Model, Mathematics, Performance Management, Strategy, Accounting, Customer Analysis, Human Resources, Human Resources Operations, Market Analysis, Market Research, Marketing, Mathematical Theory & Analysis, Operations Management, Operations Research, Organizational Development, People Analysis, People Management, Spreadsheet Software, Talent Management, Financial Accounting, People Development, Collaboration, Finance, Regulations and Compliance",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/business-analytics
35,IBM Introduction to Machine Learning,IBM,,4.6,(2.1K reviews),"Machine Learning, Machine Learning Algorithms, Algorithms, Statistical Machine Learning, Human Learning, Probability & Statistics, Applied Machine Learning, Data Analysis, Regression, General Statistics, Python Programming, Feature Engineering, Machine Learning Software, Exploratory Data Analysis, Dimensionality Reduction, Statistical Analysis, Statistical Tests",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ibm-intro-machine-learning
36,"Python for Data Science, AI & Development",IBM,,4.6,(35K reviews),"Python Programming, Computer Programming, Data Analysis",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/python-for-applied-data-science-ai
37,Prepare Data for Exploration,Google,,4.8,(19K reviews),"Data Management, Data Analysis, Databases, Microsoft Excel, SQL, Spreadsheet Software",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-preparation
38,What is Data Science?,IBM,,4.7,(68K reviews),"Big Data, Data Analysis, Data Mining, Data Science, Deep Learning, Machine Learning, Regression, Writing",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/what-is-datascience
39,Introduction to Statistics,Stanford University,,4.6,(2.9K reviews),"General Statistics, Probability & Statistics, Statistical Analysis, Critical Thinking, Basic Descriptive Statistics, Data Analysis, Statistical Tests, Mathematics, Probability Distribution, Problem Solving",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/stanford-statistics
40,AI Product Management,Duke University,,4.6,(484 reviews),"Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ai-product-management-duke
41,Learn SQL Basics for Data Science,"University of California, Davis",,4.6,(17K reviews),"Databases, SQL, Data Management, Data Analysis, Big Data, Data Model, Exploratory Data Analysis, Database Administration, Problem Solving, Database Design, Business Analysis, Extract, Transform, Load, Critical Thinking, Data Analysis Software, Apache, Data Architecture, Customer Analysis, Distributed Computing Architecture, Python Programming, Data Science",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/learn-sql-basics-data-science
42,Introduction to Data Analytics,IBM,,4.8,(15K reviews),"Data Analysis, Data Management, Data Structures, Data Visualization, Databases, Python Programming, SQL, Big Data, Data Mining, Data Science, NoSQL, R Programming, Microsoft Excel",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-data-analytics
43,Introduction to Artificial Intelligence (AI),IBM,,4.7,(13K reviews),"Algorithms, Applied Machine Learning, Artificial Neural Networks, Computer Vision, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Computational Thinking, Data Science",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-ai
44,Tableau Business Intelligence Analyst,Tableau Learning Partner,,4.7,(333 reviews),"Business Analysis, Data Analysis, Data Architecture, Data Management, Data Visualization, Interactive Data Visualization, Leadership and Management, Project Management, Tableau Software",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst
45,Process Data from Dirty to Clean,Google,,4.8,(15K reviews),"Data Analysis, SQL, Spreadsheet Software, General Statistics, Databases, Extract, Transform, Load, Microsoft Excel",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/process-data
46,Applied Data Science with R,IBM,,4.5,(896 reviews),"Data Analysis, R Programming, Computer Programming, Statistical Programming, Data Management, Data Visualization, Databases, Exploratory Data Analysis, Statistical Analysis, Data Analysis Software, Data Structures, Plot (Graphics), Statistical Visualization, Basic Descriptive Statistics, Interactive Data Visualization, SQL, Database Application, Extract, Transform, Load, General Statistics, Visualization (Computer Graphics), Programming Principles, Data Model, Database Administration, Database Design, Database Theory, Computer Programming Tools, Correlation And Dependence, Visual Design, Statistical Tests, Data Science",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/applied-data-science-r
47,AI for Medicine,DeepLearning.AI,,4.7,(2.3K reviews),"Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ai-for-medicine
48,Data Science,Johns Hopkins University,,4.5,(50K reviews),"R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Estimation, Extract, Transform, Load, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), User Experience, Interactive Design, Web Development",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/jhu-data-science
49,Generative Adversarial Networks (GANs),DeepLearning.AI,,4.7,(2.2K reviews),"Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Python Programming, Deep Learning, Machine Learning Software, Statistical Programming, Computer Vision, Computer Programming, Human Learning, General Statistics, Probability & Statistics, Problem Solving",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/generative-adversarial-networks-gans
50,Microsoft Azure Data Engineering Associate (DP-203),Microsoft,,4.4,(930 reviews),"Data Management, Microsoft Azure, Extract, Transform, Load, Cloud Computing, Big Data, Data Warehousing, Cloud-Based Integration, Cloud Storage, Data Architecture, Cloud Engineering, Cloud Platforms, Databases, SQL, Data Analysis, Cloud Applications, Data Structures, Distributed Computing Architecture, Cloud Management, Warehouse Management, Leadership and Management, Store Management, Continuous Delivery, NoSQL, Continuous Integration, Operational Analysis, Python Programming",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering
51,Genomic Data Science,Johns Hopkins University,,4.5,(6.2K reviews),"Bioinformatics, Computer Programming, Data Analysis, Python Programming, Computational Thinking, General Statistics, Exploratory Data Analysis, R Programming, Algorithms, Computer Programming Tools, Data Analysis Software, Biostatistics, Statistical Analysis, Programming Principles, Probability & Statistics, Statistical Tests, Data Structures, Operating Systems, Research and Design, Big Data, Computational Logic, Problem Solving, Statistical Programming, Experiment, Correlation And Dependence",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/genomic-data-science
52,"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,,4.9,(2.6K reviews),"Algorithms, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Human Learning, Deep Learning, Machine Learning Software, Artificial Neural Networks, Mathematics, Reinforcement Learning",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning
53,Data Science: Foundations using R,Johns Hopkins University,,4.6,(48K reviews),"Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Basic Descriptive Statistics, Statistical Tests, Computational Thinking, Big Data, Data Visualization, Data Visualization Software, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics), User Experience",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-science-foundations-r
54,Reinforcement Learning,University of Alberta,,4.7,(3.3K reviews),"Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Computer Programming, Python Programming, Statistical Machine Learning, Statistical Programming, Artificial Neural Networks, Markov Model, Decision Making, Estimation",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/reinforcement-learning
55,Analyze Data to Answer Questions,Google,,4.6,(10K reviews),"Data Analysis, Data Management, Microsoft Excel, SQL, Spreadsheet Software",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/analyze-data
56,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,,4.9,(63K reviews),"Applied Machine Learning, Deep Learning, Machine Learning, Artificial Neural Networks, Machine Learning Algorithms, Algorithms, Computer Programming, Mathematics, Python Programming, Mathematical Theory & Analysis, Tensorflow, Human Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/deep-neural-network
57,Excel Basics for Data Analysis,IBM,,4.8,(7.4K reviews),"Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/excel-basics-data-analysis-ibm
58,Tools for Data Science,IBM,,4.5,(28K reviews),"Data Science, R Programming, Cloud Computing, Computer Programming, IBM Cloud, Python Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/open-source-tools-for-data-science
59,Mathematics for Machine Learning,Imperial College London,,4.6,(14K reviews),"Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Computational Logic, Algorithms, Applied Machine Learning, Differential Equations, Applied Mathematics, Problem Solving, Statistical Analysis, Dimensionality Reduction, Regression",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/mathematics-machine-learning
60,Preparing for Google Cloud Certification: Cloud Data Engineer,Google Cloud,,4.6,(18K reviews),"Cloud Computing, Google Cloud Platform, Cloud Platforms, Data Management, Data Analysis Software, Databases, Big Data, Data Analysis, Computer Networking, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Communication, Algorithms, Apache, Leadership and Management, Network Security, Problem Solving, Feature Engineering, SQL, Cloud Storage, Python Programming, Data Warehousing, Statistical Programming, Tensorflow",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/gcp-data-engineering
61,Data Analysis with R Programming,Google,,4.8,(9.6K reviews),"R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-analysis-r
62,Machine Learning with Python,IBM,,4.7,(15K reviews),"Machine Learning, Algorithms, Data Analysis, Human Learning, Python Programming, Regression",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/machine-learning-with-python
63,"Data Engineering, Big Data, and Machine Learning on GCP",Google Cloud,,4.6,(18K reviews),"Google Cloud Platform, Cloud Computing, Cloud Platforms, Big Data, Applied Machine Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Algorithms, Data Management, Apache, Feature Engineering, SQL, Cloud Storage, Python Programming, Data Warehousing, Statistical Programming, Tensorflow",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/gcp-data-machine-learning
64,AI for Good,DeepLearning.AI,,4.8,(211 reviews),"Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ai-for-good
65,Generative AI: Introduction and Applications,IBM,,4.6,(362 reviews),,Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/generative-ai-introduction-and-applications
66,Databases and SQL for Data Science with Python,IBM,,4.6,(19K reviews),"Python Programming, Computer Programming, Data Analysis, Data Management, Data Structures, Database Application, Databases, Professional Development, SQL, Cloud Computing, IBM Cloud",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/sql-data-science
67,TensorFlow: Advanced Techniques,DeepLearning.AI,,4.8,(1.5K reviews),"Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/tensorflow-advanced-techniques
68,Share Data Through the Art of Visualization,Google,,4.6,(8.3K reviews),"Business Communication, Data Analysis, Data Visualization, Data Visualization Software, Tableau Software",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/visualize-data
69,Preparing  Data for Analysis with Microsoft Excel,Microsoft,,4.7,(1.6K reviews),"Data Analysis, Microsoft Excel, Power BI",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/preparing-data-for-analysis-with-microsoft-excel
70,Foundations of Data Science,Google,,4.7,(1.7K reviews),"Communication, Data Analysis, Planning, Project Management",Advanced / Course / 3 - 6 Months,,https://www.coursera.org/learn/foundations-of-data-science
