,Course_Name,Company,Degree,Score,Reviews,Skills,Level/Cert/Time,IsFree,Course_Url
202,AI and Climate Change,DeepLearning.AI,,4.8,(65 reviews),"Artificial Neural Networks, Computer Vision",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai-and-climate-change
203,Problem Solving with Excel,PwC,,4.7,(5.3K reviews),"Data Analysis, Microsoft Excel, Business Analysis, Data Management, Problem Solving, Spreadsheet Software, Statistical Analysis, Data Analysis Software, Extract, Transform, Load, General Statistics, Forecasting",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/excel-analysis
204,Statistical Modeling for Data Science Applications,University of Colorado Boulder,Make progress toward a degree,4.2,(42 reviews),"General Statistics, Probability & Statistics, Regression, Statistical Analysis, Experiment, Statistical Tests, Calculus, Linear Algebra, R Programming",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/statistical-modeling-for-data-science-applications
205,Advanced Computer Vision with TensorFlow,DeepLearning.AI,,4.8,(464 reviews),"Artificial Neural Networks, Computer Vision, Deep Learning, Machine Learning, Tensorflow, Machine Learning Algorithms, Machine Learning Software, Applied Machine Learning, Computer Graphic Techniques, Visualization (Computer Graphics)",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow
206,The Structured Query Language (SQL),University of Colorado Boulder,Make progress toward a degree,4.7,(602 reviews),"Databases, PostgreSQL, SQL, Data Management, Data Analysis, Problem Solving, Critical Thinking, Database Design, Data Structures, Database Administration, Database Application, Data Science",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/the-structured-query-language-sql
207,Introduction to R Programming for Data Science,IBM,,4.5,(422 reviews),"Computer Programming, Data Analysis, Data Analysis Software, Programming Principles, R Programming, Computer Programming Tools, Data Structures, Statistical Programming, Data Model, Statistical Tests, Data Science",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introducton-r-programming-data-science
208,Data Warehousing for Business Intelligence,University of Colorado System,,4.5,(3.9K reviews),"Data Warehousing, Data Management, Databases, Business Intelligence, Database Design, Data Model, Database Administration, Business Analysis, SQL, Data Analysis, Data Architecture, Warehouse Management, Data Visualization, Leadership and Management, Systems Design, Database Application, Extract, Transform, Load, Critical Thinking, Performance Management",Advanced / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-warehousing
209,Apply Generative Adversarial Networks (GANs),DeepLearning.AI,,4.8,(506 reviews),"Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Computer Vision, Python Programming, Computer Programming, Human Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/apply-generative-adversarial-networks-gans
210,Python for Genomic Data Science,Johns Hopkins University,,4.3,(1.7K reviews),"Python Programming, Computer Programming, Bioinformatics",Mixed / Course / 3 - 6 Months,,https://www.coursera.org/learn/python-genomics
211,Introduction to Embedded Machine Learning,Edge Impulse,,4.8,(611 reviews),"Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Machine Learning Software, Data Analysis, Data Visualization, Deep Learning, Feature Engineering, Network Model, Artificial Neural Networks, Computer Programming",Intermediate / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/introduction-to-embedded-machine-learning
212,The Data Scientistâs Toolbox,Johns Hopkins University,,4.6,(34K reviews),"Data Analysis, Data Management, Exploratory Data Analysis, R Programming, Basic Descriptive Statistics, Big Data, Computer Programming, Data Visualization Software, Statistical Analysis, Statistical Tests, User Experience",Mixed / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-scientists-tools
213,Sample-based Learning Methods,University of Alberta,,4.8,(1.2K reviews),"Machine Learning, Reinforcement Learning, Algorithms, Human Learning, Machine Learning Algorithms, Computer Programming, Applied Machine Learning, Statistical Machine Learning, Estimation, Markov Model",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/sample-based-learning-methods
214,"Capstone: Retrieving, Processing, and Visualizing Data with Python",University of Michigan,,4.7,(14K reviews),"Computer Programming, Data Visualization, Python Programming, Databases",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/python-data-visualization
215,Linear Algebra from Elementary to Advanced,Johns Hopkins University,,4.7,(40 reviews),,Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/linear-algebra-elementary-to-advanced
216,Introduction to Business Analytics,Tableau Learning Partner,,4.7,(161 reviews),"Data Analysis, Project Management",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-business-analytics
217,Clinical Data Science,University of Colorado System,,4.5,(444 reviews),"Clinical Data Management, Data Management, Data Model, Databases, Data Analysis, Data Structures, Extract, Transform, Load, Leadership and Management, Data Analysis Software, SQL",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/clinical-data-science
218,Introduction to Microsoft Excel,Coursera Project Network,,4.6,(24 reviews),"Microsoft Excel, Business Analysis, Data Analysis, Data Management, Data Visualization",Beginner / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/introduction-to-microsoft-excel
219,AI for Medical Prognosis,DeepLearning.AI,,4.7,(757 reviews),"Machine Learning, Machine Learning Algorithms, Probability & Statistics, Deep Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai-for-medical-prognosis
220,Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",,4.6,(3.1K reviews),"Bayesian Statistics, General Statistics, Probability & Statistics, Probability Distribution, Statistical Analysis, Mathematics, R Programming, Data Analysis, Estimation, Statistical Programming",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/bayesian-statistics
221,"Data Ethics, AI and Responsible Innovation",The University of Edinburgh,,,,,Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-ethics-ai-and-responsible-innovation
222,Excel aplicado a los negocios (Nivel Avanzado),Universidad Austral,,4.8,(2.7K reviews),"Business Analysis, Data Analysis, Microsoft Excel, Data Analysis Software, Data Visualization, Data Management, Database Administration, Process Analysis, Databases, Calculus",Intermediate / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/excel-aplicado-negocios-avanzado
223,Expressway to Data Science: Python Programming,University of Colorado Boulder,,4.7,(143 reviews),"Python Programming, Computer Programming, Programming Principles, Computer Programming Tools, Computational Thinking, Problem Solving, Data Science, Data Visualization, Software Engineering",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/python-programming-data-science
224,Fundamentals of Visualization with Tableau,"University of California, Davis",,4.5,(6.5K reviews),"Data Analysis, Data Analysis Software, Data Visualization, Exploratory Data Analysis, Interactive Data Visualization, Interactive Design, Software Visualization, Tableau Software, Visual Design, Visualization (Computer Graphics), Computer Graphics",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-visualization-tableau
225,AI Capstone Project with Deep Learning,IBM,,4.5,(515 reviews),"Deep Learning, Machine Learning, Python Programming, Artificial Neural Networks, Extract, Transform, Load, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Data Visualization, Computer Programming",Advanced / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai-deep-learning-capstone
226,Process Mining: Data science in Action,Eindhoven University of Technology,,4.7,(1.2K reviews),"Process Analysis, Data Analysis, Data Mining",Intermediate / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/process-mining
227,Understanding and Visualizing Data with Python,University of Michigan,,4.7,(2.6K reviews),"Basic Descriptive Statistics, Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Probability Distribution, Statistical Visualization, Data Visualization, Python Programming, Statistical Programming, Computer Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/understanding-visualization-data
228,Supervised Machine Learning: Classification,IBM,,4.8,(311 reviews),"Algorithms, Human Learning, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Machine Learning Software, Statistical Machine Learning, General Statistics, Probability & Statistics, Regression",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/supervised-machine-learning-classification
229,Basic Statistics,University of Amsterdam,,4.6,(4.4K reviews),"Basic Descriptive Statistics, General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Probability Distribution, Statistical Tests, Problem Solving, Statistical Programming, Correlation And Dependence, R Programming, Computer Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/basic-statistics
230,Machine Learning: Theory and Hands-on Practice with Python,University of Colorado Boulder,Make progress toward a degree,3.4,(67 reviews),"Machine Learning, Statistical Machine Learning, Machine Learning Algorithms, Python Programming, Probability & Statistics, Statistical Programming, Regression, Data Analysis, Applied Machine Learning, Statistical Analysis, Deep Learning, Dimensionality Reduction",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu
231,Mathematics for Machine Learning: PCA,Imperial College London,,4.0,(3.1K reviews),"Algebra, Linear Algebra, Machine Learning, Mathematics, Computer Programming, Dimensionality Reduction, Mathematical Theory & Analysis, Python Programming, Statistical Analysis, Applied Mathematics",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/pca-machine-learning
232,Machine Learning for Supply Chains,LearnQuest,,3.5,(56 reviews),"Machine Learning, Python Programming, Data Science, Natural Language Processing",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/machine-learning-supply-chain
233,AI For Medical Treatment,DeepLearning.AI,,4.7,(505 reviews),"Machine Learning, Deep Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai-for-medical-treatment
234,Fractal Data Science,Fractal Analytics,Make progress toward a degree,4.5,(112 reviews),"Communication, Critical Thinking, Data Analysis, Data Model, Data Visualization, Exploratory Data Analysis, Feature Engineering, Power BI, Problem Solving, SQL, Storytelling",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/fractal-data-science
235,Rust Fundamentals,Duke University,,4.3,(47 reviews),"Computer Programming, Software Testing, System Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/rust-fundamentals
236,Analitik Data Google,Google,,4.9,(1.9K reviews),"Data Analysis, Spreadsheet Software, Data Management, Statistical Programming, Business Analysis, SQL, Databases, Exploratory Data Analysis, Basic Descriptive Statistics, Big Data, Data Visualization, Correlation And Dependence, Extract, Transform, Load, Mathematical Theory & Analysis, Critical Thinking, Computer Programming Tools, Communication, Business Communication, Computer Programming, People Analysis, Plot (Graphics), Probability & Statistics, Database Theory, General Statistics, Interactive Data Visualization, Microsoft Excel, R Programming, Visualization (Computer Graphics), Graph Theory, Operating Systems, Data Structures, Software Engineering Tools, Leadership and Management, Strategy, Strategy and Operations, Scientific Visualization, Tableau Software",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/analitik-data-google
237,Curso Completo de Power BI Desktop,Coursera Project Network,,4.3,(637 reviews),"Data Analysis, Python Programming",Beginner / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/curso-completo-power-bi
238,Fundamentals of Scalable Data Science,IBM,,4.3,(2.1K reviews),"Apache, Data Management, Python Programming, Statistical Programming, Cloud Computing, General Statistics, Probability & Statistics, Basic Descriptive Statistics, IBM Cloud, SQL, Computer Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/ds
239,"Data Wrangling, Analysis and AB Testing with SQL","University of California, Davis",,3.3,(927 reviews),"Data Analysis, Data Management, Databases, Exploratory Data Analysis, SQL, Data Model, Problem Solving, Business Analysis, Customer Analysis, Database Administration, Extract, Transform, Load",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-wrangling-analysis-abtesting
240,IntroducciÃ³n a Data Science: ProgramaciÃ³n EstadÃ­stica con R,Universidad Nacional AutÃ³noma de MÃ©xico,,4.7,(8.1K reviews),"R Programming, Statistical Programming, Computer Programming, Data Analysis, Data Visualization, Exploratory Data Analysis, General Statistics, Probability & Statistics, Programming Principles, Computer Graphics",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/intro-data-science-programacion-estadistica-r
241,Fundamental Skills in Bioinformatics,King Abdullah University of Science and Technology,,4.6,(19 reviews),"Bioinformatics, Computer Programming, Python Programming, R Programming",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/fundamental-skills-in-bioinformatics
242,Social Media Data Analytics,University of Washington,,4.1,(288 reviews),"General Statistics, Python Programming, Probability & Statistics, Statistical Programming, Data Analysis, Regression, Statistical Analysis, Computer Programming, R Programming",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/social-media-data-analytics
243,TensorFlow 2 for Deep Learning,Imperial College London,,4.8,(678 reviews),"Deep Learning, Machine Learning, Artificial Neural Networks, Applied Machine Learning, Python Programming, Tensorflow, Probability & Statistics, Statistical Analysis, Computer Programming",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/tensorflow2-deeplearning
244,Microsoft Azure for Data Engineering,Microsoft,,4.5,(549 reviews),"Big Data, Cloud Computing, Cloud Platforms, Cloud Storage, Cloud-Based Integration, Data Architecture, Data Management, Data Warehousing, Databases, Extract, Transform, Load, Microsoft Azure, Leadership and Management",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/microsoft-azure-dp-203-data-engineering
245,Practical Data Science with MATLAB,MathWorks,,4.8,(1K reviews),"Data Analysis, Exploratory Data Analysis, Matlab, Machine Learning, Data Visualization, Data Analysis Software, Interactive Data Visualization, Probability & Statistics, Statistical Visualization, Applied Machine Learning, Machine Learning Algorithms, Regression, Data Visualization Software, Plot (Graphics), Statistical Analysis, Machine Learning Software, Training, Correlation And Dependence, Data Structures, Feature Engineering, Software Visualization, Data Science",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/practical-data-science-matlab
246,SQL for Beginners: Querying Data,Coursera Project Network,,4.5,(38 reviews),"Leadership and Management, SQL",Intermediate / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/sql-for-beginners--querying-data
247,Preparar datos para la exploraciÃ³n,Google,,4.7,(1.2K reviews),"Data Analysis, Data Management, Data Structures, Databases, Statistical Programming, Computer Architecture, Data Model, Exploratory Data Analysis, Microsoft Excel, Programming Principles, SQL",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/preparar-datos-para-la-exploracion
248,Tidyverse Skills for Data Science in R,Johns Hopkins University,,4.5,(91 reviews),"R Programming, Data Management, Data Analysis, Data Structures, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Database Design, Leadership and Management, Programming Principles, Computer Programming, Database Theory, Regression, General Statistics, Statistical Analysis, Statistical Programming",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/tidyverse-data-science-r
249,Introduction to Tableau,Tableau Learning Partner,,4.8,(97 reviews),"Data Analysis, Data Visualization, Tableau Software",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-tableau
250,An Intuitive Introduction to Probability,University of Zurich,,4.8,(1.7K reviews),"Probability & Statistics, Probability Distribution, General Statistics",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/introductiontoprobability
251,Data Visualization with Advanced Excel,PwC,,4.8,(2.9K reviews),"Business Analysis, Data Analysis, Data Analysis Software, Data Model, Data Visualization, Microsoft Excel, Spreadsheet Software, Data Management, Interactive Data Visualization, Visualization (Computer Graphics)",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/advanced-excel
252,Getting Started with R,Coursera Project Network,,4.3,(342 reviews),"Computer Programming, Data Analysis, Data Structures, R Programming, Data Science",Beginner / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/getting-started-with-r
253,Human Factors in AI,Duke University,,4.7,(69 reviews),"Machine Learning, Applied Machine Learning, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/human-factors-in-artificial-intelligence
254,Analytics for Decision Making,University of Minnesota,,4.7,(191 reviews),"Data Analysis, Decision Making, Business Analysis, Statistical Analysis, Probability & Statistics, General Statistics, Mathematics, Spreadsheet Software, Mathematical Theory & Analysis, Algebra, Forecasting, Linear Algebra, Microsoft Excel, Plot (Graphics), Probability Distribution, Regression, Leadership and Management, Statistical Machine Learning, Basic Descriptive Statistics, Generally Accepted Accounting Principles (GAAP), Strategy and Operations, Operations Management",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/analytics-for-decision-making
255,AI for Scientific Research,LearnQuest,,3.2,(61 reviews),"Machine Learning Algorithms, Python Programming, Data Science, Dimensionality Reduction, Machine Learning, Regression",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/artificial-intelligence-scientific-research
256,Applied Machine Learning in Python,University of Michigan,,4.6,(8.5K reviews),"Algorithms, Machine Learning, Machine Learning Algorithms, Python Programming, Applied Machine Learning, Statistical Machine Learning, Data Analysis, Regression, Human Learning, Statistical Programming, Computer Programming",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/python-machine-learning
257,Machine Learning with Apache Spark,IBM,,4.6,(55 reviews),"Apache, Machine Learning",Intermediate / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/machine-learning-with-apache-spark
258,Using Data Analytics in Supply Chain,Unilever,,3.7,(7 reviews),"Data Analysis, Data Visualization, Problem Solving, Risk Management",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/using-data-analytics-in-supply-chain
259,Accounting Data Analytics,University of Illinois at Urbana-Champaign,Make progress toward a degree,4.7,(518 reviews),"Python Programming, Statistical Programming, Data Analysis, Machine Learning, Computer Programming, Data Visualization, Probability & Statistics, Regression, Data Structures, Plot (Graphics), Accounting, General Statistics, Statistical Analysis, Algorithms, Databases, Machine Learning Algorithms, SQL, Theoretical Computer Science, Data Architecture, Microsoft Excel",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/accounting-data-analytics
260,Foundations of Data Science: K-Means Clustering in Python,University of London,,4.6,(647 reviews),"Data Analysis, Computer Programming, Python Programming, Statistical Analysis, Statistical Programming, Algorithms, Applied Machine Learning, Basic Descriptive Statistics, General Statistics, Machine Learning, Machine Learning Algorithms",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/data-science-k-means-clustering-python
261,Custom and Distributed Training with TensorFlow,DeepLearning.AI,,4.8,(383 reviews),"Deep Learning, Machine Learning, Tensorflow, Python Programming, Applied Machine Learning, Artificial Neural Networks, Computer Programming, Human Learning, Training, Machine Learning Algorithms, Strategy",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/custom-distributed-training-with-tensorflow
262,Analyzing and Visualizing Data in Looker,Google Cloud,,4.7,(318 reviews),"Data Analysis, Looker (Software)",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/analyzing-and-visualizing-data-in-looker
263,AI and Disaster Management,DeepLearning.AI,,4.8,(43 reviews),"Computer Vision, Machine Learning, Natural Language Processing",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai-and-disaster-management
264,Introduction to Microsoft 365 Copilot,Microsoft,,,,,Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-microsoft-365-copilot
265,Advanced Machine Learning and Signal Processing,IBM,,4.5,(1.2K reviews),"Machine Learning, Machine Learning Algorithms, Machine Learning Software, Python Programming, Statistical Programming, Apache, Data Management, Extract, Transform, Load, Feature Engineering, Probability & Statistics, Human Learning",Advanced / Course / 3 - 6 Months,,https://www.coursera.org/learn/advanced-machine-learning-signal-processing
266,"Statistical Thinking for Industrial Problem Solving, presented by JMP",SAS,,4.8,(81 reviews),"Exploratory Data Analysis, General Statistics, Probability & Statistics, Statistical Analysis, Data Analysis, Data Visualization, Experiment",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/statistical-thinking-applied-statistics
267,Informed Clinical Decision Making using Deep Learning,University of Glasgow,,4.6,(20 reviews),,Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/clin-decision-deep-learning
268,GenAI for Everyone,Fractal Analytics,,4.2,(176 reviews),"Critical Thinking, Natural Language Processing, Problem Solving",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/genai-for-everyone
269,Data Analysis with R,IBM,,4.7,(266 reviews),"Data Analysis, Exploratory Data Analysis, R Programming, Computer Programming, General Statistics, Statistical Analysis, Statistical Programming, Basic Descriptive Statistics, Data Analysis Software, Statistical Visualization, Data Visualization, Data Science",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-analysis-with-r
270,Copywriting with ChatGPT: Produce Compelling Copy That Sells,Coursera Project Network,,4.9,(14 reviews),,Beginner / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/rudi-hinds-ai-copywriting-with-chatgpt-produce-compelling-copy-that-sell
271,CertNexus Certified Artificial Intelligence Practitioner,CertNexus,,4.6,(178 reviews),"Machine Learning, Training, Data Analysis, Deep Learning, Software Testing",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/certified-artificial-intelligence-practitioner
272,Data Science Methods for Quality Improvement,University of Colorado Boulder,Make progress toward a degree,4.5,(37 reviews),"Data Analysis, General Statistics, R Programming",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-science-methods-for-quality-improvement
273,Data Science Ethics,University of Michigan,,4.7,(893 reviews),"Decision Making, Critical Thinking, Data Analysis, Data Management, Regulations and Compliance, Social Media, Big Data, Experiment, General Statistics, Probability & Statistics",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/data-science-ethics
274,"Bases : Des donnÃ©es, des donnÃ©es, partout",Google,,4.6,(128 reviews),"Exploratory Data Analysis, Data Analysis, Data Visualization, Decision Making, Process Analysis, Visualization (Computer Graphics), Interactive Data Visualization, Operational Analysis, Spreadsheet Software, SQL",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/bases-des-donnees-des-donnees-partout
275,å¤§æ¸æåæï¼åæ¥­æç¨èç­ç¥ç®¡ç (Big Data Analytics: Business Applications and Strategic Decisions),National Taiwan University,,4.7,(348 reviews),"Big Data, Data Analysis, Data Management, Business Development, Business Analysis, Digital Marketing, Finance, Marketing, Marketing Design, Statistical Machine Learning",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/bigdataanalysis
276,Expressway to Data Science: R Programming and Tidyverse,University of Colorado Boulder,,4.3,(34 reviews),"Computer Programming, R Programming, Data Visualization, Programming Principles, Statistical Programming, Computer Programming Tools, Data Structures, Communication, Data Analysis",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-science-r-programming-tidyverse
277,Data Mining Foundations and Practice,University of Colorado Boulder,Make progress toward a degree,3.4,(51 reviews),"Algorithms, Data Mining, Data Warehousing",Intermediate / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/data-mining-foundations-practice
278,Ciencia de datosâ,Universidad de los Andes,,4.7,(328 reviews),"Probability & Statistics, Exploratory Data Analysis, General Statistics, Leadership and Management, Python Programming, Statistical Machine Learning, Strategy, Algorithms, Market Analysis, Regression, Business Analysis, Communication, Machine Learning Algorithms, Mathematical Theory & Analysis, Operational Analysis, Process Analysis, Statistical Programming, Computer Programming, Big Data, Data Model",Beginner / Specialization / 3 - 6 Months,,https://www.coursera.org/specializations/ciencia-de-datos
279,EstadÃ­stica y probabilidad,Universidad Nacional AutÃ³noma de MÃ©xico,,4.6,(1.5K reviews),"General Statistics, Probability & Statistics, Probability Distribution, Basic Descriptive Statistics, Statistical Tests, Statistical Visualization, Data Analysis, Statistical Analysis, Data Visualization, Mathematics",Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/estadistica-probabilidad
280,Applied AI with DeepLearning,IBM,,4.4,(1.1K reviews),"Machine Learning, Artificial Neural Networks, Deep Learning, Statistical Programming, Machine Learning Software, Python Programming, Statistical Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Apache, Human Learning, Tensorflow",Advanced / Course / 3 - 6 Months,,https://www.coursera.org/learn/ai
281,Generative AI: Foundation Models and Platforms,IBM,,4.8,(62 reviews),,Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms
282,Algorithms for DNA Sequencing,Johns Hopkins University,,4.7,(877 reviews),"Algorithms, Bioinformatics, Computer Programming, Python Programming, Computational Thinking, Data Structures, Data Analysis, Programming Principles, Computational Logic, Computer Programming Tools",Mixed / Course / 3 - 6 Months,,https://www.coursera.org/learn/dna-sequencing
283,Introduction to Designing Data Lakes on AWS,Amazon Web Services,,4.7,(220 reviews),"Amazon Web Services, Big Data, Data Management, Data Warehousing, Cloud Computing, Cloud Storage, Data Analysis, Data Architecture, Extract, Transform, Load, Cloud Platforms, Machine Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/introduction-to-designing-data-lakes-in-aws
284,Inferential Statistics,Duke University,,4.8,(2.6K reviews),"Data Analysis, General Statistics, Probability & Statistics, Statistical Tests, Statistical Analysis, Probability Distribution, Problem Solving, R Programming, Statistical Programming, Statistical Visualization",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/inferential-statistics-intro
285,SAS Statistical Business Analyst,SAS,,4.6,(154 reviews),"SAS (Software), Statistical Programming, Data Analysis, Probability & Statistics, Regression, Statistical Analysis, General Statistics, Statistical Tests, Statistical Visualization, Data Model, Machine Learning, Statistical Machine Learning, Basic Descriptive Statistics, Data Mining",Intermediate / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/sas-statistical-business-analyst
286,Deep Learning and Reinforcement Learning,IBM,,4.6,(180 reviews),"Artificial Neural Networks, Deep Learning, Human Learning, Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Reinforcement Learning, Algorithms, Network Model, Tensorflow",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/deep-learning-reinforcement-learning
287,Exploratory Data Analysis With Python and Pandas,Coursera Project Network,,4.5,(403 reviews),"Data Analysis, Exploratory Data Analysis, Python Programming",Beginner / Guided Project / Less Than 2 Hours,,https://www.coursera.org/projects/exploratory-data-analysis-python-pandas
288,Data Analysis Using Python,University of Pennsylvania,,4.5,(380 reviews),"Data Analysis, Python Programming, Computer Programming, Data Analysis Software, Data Management, Data Structures, Data Visualization, Exploratory Data Analysis, Programming Principles, Computer Programming Tools, Data Science",Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/data-analysis-python
289,Doing Economics: Measuring Climate Change,University of London,,4.5,(38 reviews),Microsoft Excel,Beginner / Course / 3 - 6 Months,Free,https://www.coursera.org/learn/doing-economics-measuring-climate-change
290,Business Analysis Process,Tableau Learning Partner,,4.7,(58 reviews),Business Analysis,Beginner / Course / 3 - 6 Months,,https://www.coursera.org/learn/business-analysis-process
291,Google ë°ì´í° ì ëë¦¬í±ì¤ ìë£ì¦ ì´ì ê³¼ì ,Google,,4.7,(26 reviews),"SQL, Tableau Software",Beginner / Professional Certificate / 3 - 6 Months,,https://www.coursera.org/professional-certificates/google-data-analytics-korean
292,Specialized Models: Time Series and Survival Analysis,IBM,,4.5,(123 reviews),"Forecasting, Machine Learning, Data Analysis, Probability & Statistics, Statistical Analysis, Human Learning, Machine Learning Algorithms, Applied Machine Learning, Statistical Machine Learning, Deep Learning, Dimensionality Reduction",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/time-series-survival-analysis
293,Apache Spark (TM) SQL for Data Analysts,Databricks,,4.5,(492 reviews),"Apache, Data Management, Data Analysis, Exploratory Data Analysis, Big Data, SQL",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/apache-spark-sql-for-data-analysts
294,Unsupervised Machine Learning,IBM,,4.7,(231 reviews),"Algorithms, Machine Learning, Machine Learning Algorithms, Dimensionality Reduction, Applied Machine Learning, Human Learning, Statistical Machine Learning",Intermediate / Course / 3 - 6 Months,,https://www.coursera.org/learn/ibm-unsupervised-machine-learning
