Kod wojewdztwa,Kod powiatu,Kod gminy,Wojewdztwo,Powiat,Gmina,Typ gminy,Nazwa formularza,Liczba podatnikw,Kwota przychodu                   w tys zotych,Kwota dochodu w tys zotych,Kwota dochodu do opodatkowania                  w tys zotych,Podatek naleny                  w tys zotych
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT36,1850,348910,106415,94560,5653
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT36L,432,1889750,195398,188899,35891
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT37,8788,481895,456431,405452,23356
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT38,227,30389,1770,1751,333
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT39,44,8983,5790,129,25
20,2,133,PODLASKIE,BIAOSTOCKI,WASILKW,MW,PIT40A,1402,29053,29053,29053,13
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT28,361,57434,0,0,4245
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT36,693,104715,36620,32865,2039
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT36L,124,472034,31090,29657,5635
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT37,4015,189664,179598,158932,7267
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT38,89,4980,597,573,109
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT39,35,5675,3340,455,86
20,2,143,PODLASKIE,BIAOSTOCKI,ZABUDW,MW,PIT40A,1170,21558,21558,21558,0
20,2,152,PODLASKIE,BIAOSTOCKI,ZAWADY,GW,PIT28,46,3973,0,0,225
20,2,152,PODLASKIE,BIAOSTOCKI,ZAWADY,GW,PIT36,76,14199,3410,3186,115
20,2,152,PODLASKIE,BIAOSTOCKI,ZAWADY,GW,PIT36L,6,68009,5244,5175,983
20,2,152,PODLASKIE,BIAOSTOCKI,ZAWADY,GW,PIT37,638,17997,17012,15269,484
20,2,152,PODLASKIE,BIAOSTOCKI,ZAWADY,GW,PIT40A,422,6802,6802,6802,0
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT28,937,114957,0,0,8151
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT36,2002,319806,113839,100604,5356
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT36L,257,793073,114785,108446,20605
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT37,12725,657551,629325,561062,30150
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT38,212,97821,1372,1111,209
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT39,34,7358,4320,607,115
20,3,11,PODLASKIE,BIELSKI,BIELSK PODLASKI,GM,PIT40A,2750,58246,58246,58246,0
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT28,120,16087,0,0,1013
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT36,240,86389,13356,12089,842
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT36L,44,297198,38994,38295,7276
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT37,1506,60772,57628,51163,1821
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT38,20,2767,10,7,1
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT39,9,760,526,0,0
20,3,21,PODLASKIE,BIELSKI,BRASK,GM,PIT40A,377,7452,7452,7452,0
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT28,184,23143,0,0,1630
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT36,368,101047,21438,18705,1561
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT36L,49,123735,16291,14345,2725
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT37,2397,103731,98694,88107,3780
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT38,21,1721,83,76,14
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT39,8,1747,1572,0,0
20,3,32,PODLASKIE,BIELSKI,BIELSK PODLASKI,GW,PIT40A,1366,23673,23673,23673,0
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT28,86,8868,0,0,549
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT36,161,27495,6676,5988,321
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT36L,17,54918,8897,8718,1656
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT37,1144,36933,35223,31736,1058
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT38,12,15414,15,15,3
20,3,42,PODLASKIE,BIELSKI,BOKI,GW,PIT40A,809,13735,13735,13735,0
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT28,108,19937,0,0,844
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT36,150,53676,7158,6511,341
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT36L,21,191837,7071,6791,1290
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT37,1599,47269,44402,39400,1043
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT38,12,135,0,0,0
20,3,52,PODLASKIE,BIELSKI,BRASK,GW,PIT40A,1080,17560,17560,17561,0
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT28,32,4074,0,0,288
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT36,165,16055,6670,5836,238
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT36L,10,84720,10534,10412,1978
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT37,934,38234,36460,32708,1251
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT38,7,759,9,5,1
20,3,62,PODLASKIE,BIELSKI,ORLA,GW,PIT40A,654,11800,11800,11800,0
20,3,72,PODLASKIE,BIELSKI,RUDKA,GW,PIT28,33,8986,0,0,679
20,3,72,PODLASKIE,BIELSKI,RUDKA,GW,PIT36,63,9541,2680,2238,54
20,3,72,PODLASKIE,BIELSKI,RUDKA,GW,PIT36L,8,67550,3465,3359,638
20,3,72,PODLASKIE,BIELSKI,RUDKA,GW,PIT37,628,23824,22696,20126,704
20,3,72,PODLASKIE,BIELSKI,RUDKA,GW,PIT40A,278,4846,4846,4846,0
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT28,77,7420,0,0,451
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT36,141,19237,5359,4740,147
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT36L,22,137150,26576,26376,5011
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT37,1322,45530,43298,38758,1227
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT38,6,415,259,259,49
20,3,82,PODLASKIE,BIELSKI,WYSZKI,GW,PIT40A,833,14174,14174,14174,0
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT28,753,61487,0,0,4237
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT36,1332,197759,69876,63257,3750
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT36L,211,648761,90091,88100,16739
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT37,9233,450791,431954,383839,18573
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT38,141,106951,2085,2050,389
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT39,37,7065,4438,523,99
20,4,11,PODLASKIE,GRAJEWSKI,GRAJEWO,GM,PIT40A,2423,48468,48468,48468,1
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT28,135,22519,0,0,1394
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT36,225,41586,11921,10787,589
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT36L,28,119477,20377,19498,3705
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT37,1817,66107,62810,55099,2008
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT38,18,344,25,25,5
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT39,10,1511,633,0,0
20,4,22,PODLASKIE,GRAJEWSKI,GRAJEWO,GW,PIT40A,855,13970,13970,13970,0
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT28,82,4251,0,0,237
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT36,124,13066,4319,4029,172
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT36L,12,139511,8130,8033,1526
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT37,1096,33042,31547,28310,886
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT38,10,84,1,1,0
20,4,32,PODLASKIE,GRAJEWSKI,RADZIW,GW,PIT40A,811,13315,13315,13315,0
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT28,114,25721,0,0,1555
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT36,247,39785,11557,10600,476
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT36L,37,101139,11239,10731,2039
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT37,1589,61239,58405,51739,2034
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT38,14,807,27,27,5
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT39,6,1141,397,5,1
20,4,43,PODLASKIE,GRAJEWSKI,RAJGRD,MW,PIT40A,716,12307,12307,12303,0
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT28,176,14578,0,0,979
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT36,234,42053,9986,8942,481
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT36L,46,118900,15565,15201,2888
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT37,2058,78197,74413,66262,2664
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT38,17,1408,204,203,39
20,4,53,PODLASKIE,GRAJEWSKI,SZCZUCZYN,MW,PIT40A,826,14617,14617,14617,1
20,4,62,PODLASKIE,GRAJEWSKI,WSOSZ,GW,PIT28,70,10162,0,0,604
20,4,62,PODLASKIE,GRAJEWSKI,WSOSZ,GW,PIT36,97,20299,4317,3879,253
20,4,62,PODLASKIE,GRAJEWSKI,WSOSZ,GW,PIT37,1037,31019,29569,26187,862
20,4,62,PODLASKIE,GRAJEWSKI,WSOSZ,GW,PIT38,8,249,2,2,0
20,4,62,PODLASKIE,GRAJEWSKI,WSOSZ,GW,PIT40A,592,9897,9897,9897,0
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT28,623,100231,0,0,6979
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT36,1122,168297,62687,55720,3241
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT36L,146,367208,50370,47955,9111
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT37,10049,514587,493895,441759,21432
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT38,124,90171,1669,1585,301
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT39,19,2508,1857,124,24
20,5,11,PODLASKIE,HAJNOWSKI,HAJNWKA,GM,PIT40A,2733,58152,58152,58152,0
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT28,59,5645,0,0,481
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT36,131,15243,8659,7508,588
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT36L,11,4841,584,542,103
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT37,953,49519,46879,41530,2089
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT38,15,7868,821,802,152
20,5,22,PODLASKIE,HAJNOWSKI,BIAOWIEA,GW,PIT40A,283,5858,5858,5855,0
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT28,42,3533,0,0,292
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT36,118,17107,6276,5396,283
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT37,1438,69798,66933,60096,2567
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT38,18,1788,28,28,5
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT39,7,499,381,57,11
20,5,32,PODLASKIE,HAJNOWSKI,CZEREMCHA,GW,PIT40A,484,9977,9977,9977,0
20,5,42,PODLASKIE,HAJNOWSKI,CZYE,GW,PIT28,41,3795,0,0,256
20,5,42,PODLASKIE,HAJNOWSKI,CZYE,GW,PIT36,77,9221,3124,2808,108
20,5,42,PODLASKIE,HAJNOWSKI,CZYE,GW,PIT36L,7,11550,2574,2514,478
20,5,42,PODLASKIE,HAJNOWSKI,CZYE,GW,PIT37,632,29677,28474,25495,1296
20,5,42,PODLASKIE,HAJNOWSKI,CZYE,GW,PIT40A,532,8845,8845,8845,0
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT28,27,910,0,0,81
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT36,45,3436,1910,1733,50
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT36L,6,16517,2158,2063,392
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT37,548,23122,22066,19850,770
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT38,10,2766,177,174,33
20,5,52,PODLASKIE,HAJNOWSKI,DUBICZE CERKIEWNE,GW,PIT40A,378,6572,6572,6572,0
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT28,105,14496,0,0,928
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT36,220,31265,12892,11529,827
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT36L,28,44981,8713,8487,1613
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT37,1611,79651,76247,67578,3269
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT38,15,2792,51,47,9
20,5,62,PODLASKIE,HAJNOWSKI,HAJNWKA,GW,PIT40A,641,11720,11720,11720,0
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT28,42,3740,0,0,274
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT36,101,11758,5324,4754,171
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT36L,11,10948,1154,1082,206
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT37,917,38544,36777,33136,1216
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT38,14,3608,95,95,18
20,5,73,PODLASKIE,HAJNOWSKI,KLESZCZELE,MW,PIT40A,509,9300,9300,9300,0
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT28,74,3921,0,0,320
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT36,165,18521,7728,6941,326
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT36L,11,19491,2545,2514,478
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT37,1459,81020,78024,69485,4557
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT38,13,420,6,2,0
20,5,82,PODLASKIE,HAJNOWSKI,NAREW,GW,PIT40A,657,11806,11806,11806,10
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT28,88,10500,0,0,765
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT36,132,11163,7732,6967,332
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT36L,17,28876,5502,5290,1005
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT37,1537,78826,75419,67233,3225
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT38,16,9787,1185,1185,225
20,5,92,PODLASKIE,HAJNOWSKI,NAREWKA,GW,PIT40A,619,11992,11992,11992,0
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT28,384,44868,0,0,3040
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT36,671,104939,34993,31741,1566
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT36L,120,351490,47546,45757,8694
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT37,4251,204566,195874,174361,8234
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT38,58,11277,376,311,59
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT39,6,1495,529,55,10
20,6,11,PODLASKIE,KOLNESKI,KOLNO,GM,PIT40A,1120,23133,23133,23133,0
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT28,76,8474,0,0,504
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT36,135,13543,4161,3838,114
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT36L,11,79669,9142,9050,1720
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT37,875,26757,25526,22724,852
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT38,7,5410,53,53,10
20,6,22,PODLASKIE,KOLNESKI,GRABOWO,GW,PIT40A,549,9105,9105,9105,0
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT28,195,22738,0,0,1351
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT36,360,36798,12719,11671,354
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT36L,63,290012,47336,46304,8798
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT37,2329,73259,69458,61562,2272
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT38,23,5679,66,66,13
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT39,15,3501,1756,47,9
20,6,32,PODLASKIE,KOLNESKI,KOLNO,GW,PIT40A,1256,20605,20605,20604,0
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT28,105,9201,0,0,497
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT36,179,21520,7613,6987,281
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT36L,7,53129,6056,5980,1136
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT37,1491,48171,45745,40546,1375
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT38,8,1670,2,2,0
20,6,42,PODLASKIE,KOLNESKI,MAY POCK,GW,PIT40A,706,11636,11636,11636,0
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT28,124,16294,0,0,941
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT36,267,33732,8724,8047,307
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT36L,22,346761,33834,33504,6366
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT37,1670,56909,54261,48075,1735
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT38,16,8514,17,1,0
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT39,7,608,382,0,0
20,6,53,PODLASKIE,KOLNESKI,STAWISKI,MW,PIT40A,861,14658,14658,14658,0
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT28,118,10688,0,0,711
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT36,221,22846,6510,5907,172
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT36L,18,63565,4779,4629,879
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT37,1462,47060,44595,39347,1309
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT38,12,3447,81,81,15
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT39,6,1086,351,1,0
20,6,62,PODLASKIE,KOLNESKI,TUROL,GW,PIT40A,679,11021,11021,11021,0
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT28,132,13524,0,0,679
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT36,280,48445,10312,9766,561
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT36L,22,92200,12994,12830,2438
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT37,1450,48475,46140,40968,1396
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT38,12,126,1,1,0
20,7,13,PODLASKIE,OMYSKI,JEDWABNE,MW,PIT40A,824,13805,13805,13804,11
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT28,567,95672,0,0,6908
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT36,901,170463,48868,43546,2599
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT36L,181,536746,76161,73783,14019
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT37,4635,214406,203990,179849,10516
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT38,78,8597,306,255,48
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT39,19,4486,1675,198,38
20,7,22,PODLASKIE,OMYSKI,OMA,GW,PIT40A,1214,21638,21638,21634,0
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT28,123,16569,0,0,923
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT36,211,24446,8567,7668,351
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT36L,27,238161,16675,16370,3110
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT37,1561,53332,50587,45074,1365
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT38,11,9546,568,568,108
20,7,32,PODLASKIE,OMYSKI,MIASTKOWO,GW,PIT40A,503,8644,8644,8644,0
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT28,132,17868,0,0,1360
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT36,207,27564,8181,7489,290
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT36L,29,47357,7235,7024,1335
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT37,1447,59983,57125,50233,1951
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT38,16,2055,31,31,6
20,7,43,PODLASKIE,OMYSKI,NOWOGRD,MW,PIT40A,492,8822,8822,8822,0
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT28,353,35394,0,0,2095
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT36,627,124218,32971,29788,1871
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT36L,87,366983,53682,52324,9942
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT37,3624,152604,145296,127686,5337
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT38,49,11499,958,948,180
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT39,14,1979,1156,141,27
20,7,52,PODLASKIE,OMYSKI,PITNICA,GW,PIT40A,1311,22811,22811,22811,0
20,7,62,PODLASKIE,OMYSKI,PRZYTUY,GW,PIT28,27,2879,0,0,177
20,7,62,PODLASKIE,OMYSKI,PRZYTUY,GW,PIT36,61,14354,1657,1527,49
20,7,62,PODLASKIE,OMYSKI,PRZYTUY,GW,PIT37,513,16399,15589,13581,370
20,7,62,PODLASKIE,OMYSKI,PRZYTUY,GW,PIT38,12,1732,14,14,3
20,7,62,PODLASKIE,OMYSKI,PRZYTUY,GW,PIT40A,348,5615,5615,5615,0
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT28,148,12392,0,0,756
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT36,247,33471,10638,9589,327
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT36L,32,117776,9057,8573,1629
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT37,1663,61771,58771,52469,2052
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT38,18,5076,47,37,7
20,7,72,PODLASKIE,OMYSKI,NIADOWO,GW,PIT40A,739,12537,12537,12537,0
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT28,85,7426,0,0,493
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT36,142,17949,5059,4666,130
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT36L,13,17802,2506,2432,462
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT37,1150,42476,40441,35985,1345
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT38,9,1498,60,53,10
20,7,82,PODLASKIE,OMYSKI,WIZNA,GW,PIT40A,619,10412,10412,10412,0
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT28,124,14885,0,0,967
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT36,158,26699,5817,5441,252
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT36L,18,98435,5356,5205,989
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT37,1218,45725,43552,38326,1525
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT38,14,2251,74,60,11
20,7,92,PODLASKIE,OMYSKI,ZBJNA,GW,PIT40A,569,9615,9615,9615,0
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT28,92,7398,0,0,490
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT36,229,37312,10093,9056,304
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT36L,23,49838,6920,6681,1269
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT37,1535,58124,55183,49133,1866
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT38,6,5207,34,34,6
20,8,13,PODLASKIE,MONIECKI,GONIDZ,MW,PIT40A,727,12554,12554,12554,0
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT28,57,6490,0,0,478
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT36,109,11599,4300,3952,190
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT36L,12,234389,20235,19901,3781
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT37,734,27276,25941,23256,882
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT38,13,547,40,40,8
20,8,22,PODLASKIE,MONIECKI,JASIONWKA,GW,PIT40A,415,7103,7103,7103,0
20,8,32,PODLASKIE,MONIECKI,JAWIY,GW,PIT28,118,11088,0,0,666
20,8,32,PODLASKIE,MONIECKI,JAWIY,GW,PIT36,177,18813,7224,6649,228
20,8,32,PODLASKIE,MONIECKI,JAWIY,GW,PIT36L,13,188886,14189,14050,2669
20,8,32,PODLASKIE,MONIECKI,JAWIY,GW,PIT37,1186,38750,36624,32860,1035
20,8,32,PODLASKIE,MONIECKI,JAWIY,GW,PIT38,7,254,5,5,1
