Kod wojewdztwa,Kod powiatu,Kod gminy,Wojewdztwo,Powiat,Gmina,Typ gminy,Nazwa formularza,Liczba podatnikw,Kwota przychodu                   w tys zotych,Kwota dochodu w tys zotych,Kwota dochodu do opodatkowania                  w tys zotych,Podatek naleny                  w tys zotych
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT28,181,10555,0,0,642
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT36,277,71062,12788,11445,539
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT36L,34,177913,19428,13636,2591
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT37,2689,127900,121709,107195,4885
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT38,19,511,73,69,13
10,11,52,DZKIE,PODDBICKI,WARTKOWICE,GW,PIT40A,913,15905,15905,15905,0
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT28,133,22231,0,0,1942
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT36,218,38761,9301,8286,357
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT36L,30,302370,21197,20610,3916
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT37,1922,75851,71871,63956,2170
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT38,24,14666,72,72,14
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT39,6,530,363,1,0
10,11,62,DZKIE,PODDBICKI,ZADZIM,GW,PIT40A,791,13868,13868,13868,0
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT28,2027,227129,0,0,14768
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT36,3650,784301,201286,179704,11482
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT36L,566,1604445,222233,214660,40785
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT37,22936,1088283,1040768,928322,44027
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT38,341,102884,5427,4313,729
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT39,86,12565,6086,265,50
10,12,11,DZKIE,RADOMSZCZASKI,RADOMSKO,GM,PIT40A,5610,120896,120896,120896,13
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT28,151,25980,0,0,1359
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT36,403,85002,20058,17485,935
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT36L,50,109362,15792,15278,2903
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT37,2152,97982,93394,82149,3806
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT38,35,3597,50,48,9
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT39,6,1418,710,4,1
10,12,22,DZKIE,RADOMSZCZASKI,DOBRYSZYCE,GW,PIT40A,439,8767,8767,8767,0
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT28,213,22509,0,0,1103
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT36,411,62896,19714,17782,742
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT36L,58,139631,18147,17640,3352
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT37,2679,111488,106070,94261,3583
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT38,35,1203,271,259,49
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT39,9,866,119,23,4
10,12,32,DZKIE,RADOMSZCZASKI,GIDLE,GW,PIT40A,837,16850,16850,16847,18
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT28,138,11491,0,0,693
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT36,390,54436,19909,17657,822
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT36L,42,597696,134379,133887,25438
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT37,2917,146672,140386,124456,6072
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT38,35,1011,193,192,37
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT39,7,1132,535,0,0
10,12,42,DZKIE,RADOMSZCZASKI,GOMUNICE,GW,PIT40A,619,12862,12862,12862,0
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT28,135,11742,0,0,868
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT36,372,58139,21509,19360,1143
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT36L,35,101493,14325,13909,2643
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT37,3036,164423,157763,139067,7115
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT38,51,4373,217,215,41
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT39,6,438,149,0,0
10,12,53,DZKIE,RADOMSZCZASKI,KAMIESK,MW,PIT40A,556,11206,11206,11206,0
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT28,140,10594,0,0,687
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT36,343,61297,14544,13036,645
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT36L,42,143296,16625,16079,3055
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT37,1769,69295,65843,57574,1970
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT38,20,8204,2727,2540,483
10,12,62,DZKIE,RADOMSZCZASKI,KOBIELE WIELKIE,GW,PIT40A,615,11219,11219,11219,0
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT28,98,7107,0,0,514
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT36,258,50802,12119,10860,498
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT36L,38,88780,12294,11948,2270
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT37,1940,79247,75386,65966,2505
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT38,14,2438,139,139,26
10,12,72,DZKIE,RADOMSZCZASKI,KODRB,GW,PIT40A,624,11213,11213,11213,0
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT28,116,18584,0,0,1074
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT36,281,47269,13536,12152,543
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT36L,46,156910,19512,18229,3464
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT37,2127,98758,94445,83241,3987
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT38,35,6990,114,114,22
10,12,82,DZKIE,RADOMSZCZASKI,LGOTA WIELKA,GW,PIT40A,471,8893,8893,8893,1
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT28,154,17751,0,0,1294
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT36,332,63885,15437,13687,578
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT36L,40,143551,14496,13943,2649
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT37,2075,86923,82635,72528,2763
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT38,29,2762,1876,1872,356
10,12,92,DZKIE,RADOMSZCZASKI,ADZICE,GW,PIT40A,627,12042,12042,12042,0
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT28,82,5760,0,0,397
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT36,227,54253,9591,8608,338
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT36L,33,282010,46142,13898,2641
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT37,1719,62712,59565,52963,1476
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT38,13,1798,92,80,15
10,12,102,DZKIE,RADOMSZCZASKI,MASOWICE,GW,PIT40A,607,10670,10670,10670,0
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT28,199,24371,0,0,1441
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT36,504,148252,25569,23388,1485
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT36L,53,291340,37447,36565,6947
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT37,2748,101524,96302,85533,2825
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT38,19,11684,151,151,29
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT39,9,378,182,29,6
10,12,113,DZKIE,RADOMSZCZASKI,PRZEDBRZ,MW,PIT40A,1011,18492,18492,18492,0
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT28,218,24451,0,0,1526
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT36,429,81229,19923,17526,808
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT36L,70,208588,26673,25850,4911
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT37,2481,109704,104644,92072,4108
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT38,26,1056,128,126,24
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT39,10,1253,593,0,0
10,12,122,DZKIE,RADOMSZCZASKI,RADOMSKO,GW,PIT40A,651,13213,13213,13213,0
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT28,122,11849,0,0,772
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT36,262,38733,10772,9939,315
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT36L,23,39157,9101,7725,1468
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT37,1781,61235,57989,51346,1515
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT38,12,12602,141,67,13
10,12,132,DZKIE,RADOMSZCZASKI,WIELGOMYNY,GW,PIT40A,638,11052,11052,11052,0
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT28,122,15538,0,0,889
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT36,272,32925,8942,8109,277
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT36L,22,36293,3612,3344,635
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT37,1960,70570,67247,59809,1781
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT38,15,3543,20,20,4
10,12,142,DZKIE,RADOMSZCZASKI,YTNO,GW,PIT40A,805,14494,14494,14494,1
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT28,838,115921,0,0,7591
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT36,1200,290269,75774,67728,4799
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT36L,303,835832,102289,96867,18405
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT37,9272,468933,447076,399350,20628
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT38,160,28571,1121,973,185
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT39,18,5292,1677,19,4
10,13,11,DZKIE,RAWSKI,RAWA MAZOWIECKA,GM,PIT40A,1889,41470,41470,41470,3
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT28,249,21643,0,0,1259
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT36,538,241172,27157,23910,1401
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT36L,111,531731,34422,32330,6143
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT37,4215,171366,162418,144050,5500
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT38,46,216191,192,183,35
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT39,10,1216,267,68,13
10,13,23,DZKIE,RAWSKI,BIAA RAWSKA,MW,PIT40A,1672,29619,29619,29618,0
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT28,107,12683,0,0,989
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT36,194,42323,9569,8669,472
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT36L,11,39808,4476,4341,825
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT37,1637,69742,65881,57804,2022
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT38,15,548,4,4,1
10,13,32,DZKIE,RAWSKI,CIELDZ,GW,PIT40A,569,10070,10070,10070,0
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT28,276,30637,0,0,2043
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT36,514,111183,28007,24228,1330
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT36L,112,322131,32791,30272,5752
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT37,4144,183253,173428,152449,6203
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT38,56,119979,1548,1534,291
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT39,11,1926,1013,494,94
10,13,42,DZKIE,RAWSKI,RAWA MAZOWIECKA,GW,PIT40A,1030,19405,19405,19405,10
10,13,52,DZKIE,RAWSKI,REGNW,GW,PIT28,46,2664,0,0,165
10,13,52,DZKIE,RAWSKI,REGNW,GW,PIT36,61,50118,3663,3340,384
10,13,52,DZKIE,RAWSKI,REGNW,GW,PIT36L,12,33711,3440,3314,630
10,13,52,DZKIE,RAWSKI,REGNW,GW,PIT37,640,26149,24855,21840,942
10,13,52,DZKIE,RAWSKI,REGNW,GW,PIT40A,264,4390,4390,4390,0
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT28,75,2595,0,0,201
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT36,178,63748,6916,6150,357
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT36L,16,30250,2204,2005,381
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT37,1674,60172,57207,50757,1666
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT38,12,44,6,6,1
10,13,62,DZKIE,RAWSKI,SADKOWICE,GW,PIT40A,878,14767,14767,14767,0
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT28,1875,190744,0,0,12996
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT36,3203,631121,191262,172130,11476
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT36L,620,1533889,204219,192545,36574
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT37,20502,1077906,1032234,929376,49656
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT38,360,1039941,5257,5053,960
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT39,66,13021,5784,737,140
10,14,11,DZKIE,SIERADZKI,SIERADZ,GM,PIT40A,4259,91856,91856,91855,10
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT28,433,31962,0,0,2030
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT36,860,163015,39335,35304,1915
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT36L,107,537153,48917,47197,8968
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT37,5804,230242,217942,191600,6934
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT38,58,34922,181,175,33
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT39,9,991,722,0,0
10,14,23,DZKIE,SIERADZKI,BASZKI,MW,PIT40A,2001,35706,35706,35706,0
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT28,124,42436,0,0,2434
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT36,226,59987,9415,8635,343
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT36L,67,639293,96370,95112,18071
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT37,1724,61442,58192,51297,1526
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT38,21,3706,273,265,50
10,14,32,DZKIE,SIERADZKI,BRSZEWICE,GW,PIT40A,555,9507,9507,9507,0
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT28,173,17067,0,0,1185
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT36,503,106408,24666,21688,1196
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT36L,68,628720,58560,57783,10979
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT37,2718,120398,114183,101017,4044
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT38,38,8794,402,261,50
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT39,6,649,181,80,15
10,14,42,DZKIE,SIERADZKI,BRZENIO,GW,PIT40A,798,14487,14487,14485,0
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT28,191,27239,0,0,1516
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT36,361,71293,17093,15071,793
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT36L,41,210969,23930,23318,4430
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT37,2080,81615,77355,68790,2468
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT38,23,7302,74,45,9
10,14,52,DZKIE,SIERADZKI,BURZENIN,GW,PIT40A,795,14618,14618,14618,0
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT28,156,14690,0,0,776
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT36,322,79785,12348,11265,349
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT36L,29,380219,7542,7210,1370
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT37,1730,59148,56012,49813,1391
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT38,25,3441,34,19,4
10,14,62,DZKIE,SIERADZKI,GOSZCZANW,GW,PIT40A,851,14181,14181,14181,0
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT28,55,3811,0,0,222
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT36,144,16476,6733,6034,264
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT36L,26,111101,25657,25520,4849
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT37,1039,37533,35414,31484,1059
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT38,11,2659,274,274,52
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT39,6,1574,777,47,9
10,14,72,DZKIE,SIERADZKI,KLONOWA,GW,PIT40A,411,6952,6952,6952,0
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT28,418,44277,0,0,3138
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT36,766,138431,40076,35634,2181
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT36L,132,498227,53286,50979,9686
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT37,4952,239704,227667,200171,8997
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT38,80,4401,476,472,89
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT39,9,1790,737,16,3
10,14,82,DZKIE,SIERADZKI,SIERADZ,GW,PIT40A,1158,22224,22224,22224,0
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT28,344,35068,0,0,2430
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT36,656,123861,31805,28521,1432
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT36L,75,298686,19765,18799,3572
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT37,4779,204505,194065,172080,6549
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT38,60,26889,277,223,42
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT39,13,1301,860,0,0
10,14,93,DZKIE,SIERADZKI,WARTA,MW,PIT40A,1905,34690,34690,34690,0
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT28,187,21404,0,0,1372
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT36,307,65145,15088,13730,837
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT36L,51,197493,22335,21658,4115
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT37,2596,110253,104644,92404,3591
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT38,33,42383,40910,40891,7769
10,14,102,DZKIE,SIERADZKI,WRBLEW,GW,PIT40A,816,14517,14517,14517,0
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT28,274,22367,0,0,1297
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT36,504,92036,25062,22699,1099
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT36L,58,158860,20800,19916,3784
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT37,2866,117160,111041,98382,3602
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT38,29,3920,473,473,90
10,14,113,DZKIE,SIERADZKI,ZOCZEW,MW,PIT40A,904,16539,16539,16539,0
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT28,136,16912,0,0,944
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT36,203,36426,11990,10637,642
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT36L,39,90646,11553,11230,2134
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT37,1933,93202,88513,77731,3439
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT38,26,2794,153,81,15
10,15,13,DZKIE,SKIERNIEWICKI,BOLIMW,MW,PIT40A,498,9662,9662,9662,0
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT28,200,17503,0,0,934
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT36,264,49833,12301,10858,647
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT36L,35,177754,11445,11058,2101
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT37,2486,104998,99705,87741,3198
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT38,19,1332,423,423,80
10,15,22,DZKIE,SKIERNIEWICKI,GUCHW,GW,PIT40A,742,13128,13128,13128,0
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT28,73,5345,0,0,344
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT36,118,12352,5308,4651,231
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT36L,28,65136,8322,8082,1536
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT37,1293,59368,56378,49885,2082
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT38,23,10124,85,85,16
10,15,32,DZKIE,SKIERNIEWICKI,GODZIANW,GW,PIT40A,276,5186,5186,5186,0
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT28,103,14351,0,0,1022
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT36,133,21883,6715,5927,420
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT36L,25,103683,11643,11346,2156
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT37,1240,53991,51023,44779,2113
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT38,16,740,25,19,4
10,15,42,DZKIE,SKIERNIEWICKI,KOWIESY,GW,PIT40A,425,7511,7511,7511,0
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT28,96,9847,0,0,595
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT36,173,32475,9368,8243,415
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT36L,37,137327,11611,11274,2142
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT37,1615,74815,70840,62591,2669
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT38,18,1205,130,130,25
10,15,52,DZKIE,SKIERNIEWICKI,LIPCE REYMONTOWSKIE,GW,PIT40A,442,8777,8777,8777,0
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT28,189,21845,0,0,1510
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT36,362,57544,20398,18396,1040
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT36L,38,61241,8592,8050,1530
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT37,3193,161840,153771,134303,6025
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT38,32,2753,152,151,29
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT39,9,2157,1641,0,0
10,15,62,DZKIE,SKIERNIEWICKI,MAKW,GW,PIT40A,653,13537,13537,13537,0
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT28,100,16367,0,0,1030
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT36,189,36223,11857,10611,824
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT36L,45,182681,16058,15659,2975
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT37,1615,77952,73867,64702,2889
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT38,22,5861,241,241,46
10,15,72,DZKIE,SKIERNIEWICKI,NOWY KAWCZYN,GW,PIT40A,460,8256,8256,8256,0
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT28,277,50009,0,0,3409
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT36,547,85602,34216,30151,2068
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT36L,120,263288,41487,36117,6862
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT37,3884,205177,195193,171594,8671
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT38,46,7503,222,176,33
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT39,8,2730,970,47,9
10,15,82,DZKIE,SKIERNIEWICKI,SKIERNIEWICE,GW,PIT40A,754,15436,15436,15436,0
10,15,92,DZKIE,SKIERNIEWICKI,SUPIA,GW,PIT28,101,12578,0,0,718
10,15,92,DZKIE,SKIERNIEWICKI,SUPIA,GW,PIT36,132,17926,6010,5418,218
10,15,92,DZKIE,SKIERNIEWICKI,SUPIA,GW,PIT36L,26,116428,10971,10713,2035
10,15,92,DZKIE,SKIERNIEWICKI,SUPIA,GW,PIT37,1167,49827,47358,42262,1522
